0	 10	 0	 1
1	 10	 0	 1
2	 10	 0	 1
3	 10	 0	 1
4	 10	 0	 1
5	 10	 0	 1
6	 10	 0	 1
7	 10	 0	 1
8	 10	 0	 1
9	 10	 0	 1
10	 10	 0	 1
11	 10	 0	 1
12	 10	 0	 1
13	 10	 0	 1
14	 10	 0	 1
15	 10	 0	 1
16	 10	 0	 1
17	 10	 0	 1
18	 10	 0	 1
19	 10	 0	 1
20	 10	 0	 1
21	 10	 0	 1
22	 10	 0	 1
23	 10	 0	 1
24	 10	 0	 1
25	 10	 0	 1
26	 10	 0	 1
27	 10	 0	 1
28	 10	 0	 1
29	 10	 0	 1
30	 10	 0	 1
31	 10	 0	 1
32	 10	 0	 1
33	 10	 0	 1
34	 10	 0	 1
35	 10	 0	 1
36	 10	 0	 1
37	 10	 0	 1
38	 10	 0	 1
39	 10	 0	 1
40	 10	 0	 1
41	 10	 0	 1
42	 10	 0	 1
43	 10	 0	 1
44	 10	 0	 1
45	 10	 0	 1
46	 10	 0	 1
47	 10	 0	 1
48	 10	 0	 1
49	 10	 0	 1
50	 10	 0	 1
51	 10	 0	 1
52	 10	 0	 1
53	 10	 0	 1
54	 10	 0	 1
55	 10	 0	 1
56	 10	 0	 1
57	 10	 0	 1
58	 10	 0	 1
59	 10	 0	 1
60	 10	 0	 1
61	 10	 0	 1
62	 10	 0	 1
63	 10	 0	 1
64	 10	 0	 1
65	 10	 0	 1
66	 10	 0	 1
67	 10	 0	 1
68	 10	 0	 1
69	 10	 0	 1
70	 10	 0	 1
71	 10	 0	 1
72	 10	 0	 1
73	 10	 0	 1
74	 10	 0	 1
75	 10	 0	 1
76	 10	 0	 1
77	 10	 0	 1
78	 10	 0	 1
79	 10	 0	 1
80	 10	 0	 1
81	 10	 0	 1
82	 10	 0	 1
83	 10	 0	 1
84	 10	 0	 1
85	 10	 0	 1
86	 10	 0	 1
87	 10	 0	 1
88	 10	 0	 1
89	 10	 0	 1
90	 10	 0	 1
91	 10	 0	 1
92	 10	 0	 1
93	 10	 0	 1
94	 10	 0	 1
95	 10	 0	 1
96	 10	 0	 1
97	 10	 0	 1
98	 10	 0	 1
99	 10	 0	 1
100	 10	 0	 1
101	 10	 0	 1
102	 10	 0	 1
103	 10	 0	 1
104	 10	 0	 1
105	 10	 0	 1
106	 10	 0	 1
107	 10	 0	 1
108	 10	 0	 1
109	 10	 0	 1
110	 10	 0	 1
111	 10	 0	 1
112	 10	 0	 1
113	 10	 0	 1
114	 10	 0	 1
115	 10	 0	 1
116	 10	 0	 1
117	 10	 0	 1
118	 10	 0	 1
119	 10	 0	 1
120	 10	 0	 1
121	 10	 0	 1
122	 10	 0	 1
123	 10	 0	 1
124	 10	 0	 1
125	 10	 0	 1
126	 10	 0	 1
127	 10	 0	 1
128	 10	 0	 1
129	 10	 0	 1
130	 10	 0	 1
131	 10	 0	 1
132	 10	 0	 1
133	 10	 0	 1
134	 10	 0	 1
135	 10	 0	 1
136	 10	 0	 1
137	 10	 0	 1
138	 10	 0	 1
139	 10	 0	 1
140	 10	 0	 1
141	 10	 0	 1
142	 10	 0	 1
143	 10	 0	 1
144	 10	 0	 1
145	 10	 0	 1
146	 10	 0	 1
147	 10	 0	 1
148	 10	 0	 1
149	 10	 0	 1
150	 10	 0	 1
151	 10	 0	 1
152	 10	 0	 1
153	 10	 0	 1
154	 10	 0	 1
155	 10	 0	 1
156	 10	 0	 1
157	 10	 0	 1
158	 10	 0	 1
159	 10	 0	 1
160	 10	 0	 1
161	 10	 0	 1
162	 10	 0	 1
163	 10	 4.76837e-08	 1
164	 10	 1.43051e-07	 1
165	 10	 2.95639e-07	 1
166	 10	 4.67301e-07	 1
167	 10	 6.96182e-07	 1
168	 10	 9.82285e-07	 0.999999
169	 9.99999	 1.32561e-06	 0.999999
170	 9.99999	 1.78337e-06	 0.999999
171	 9.99998	 2.3079e-06	 0.999999
172	 9.99998	 2.93732e-06	 0.999999
173	 9.99997	 3.67166e-06	 0.999999
174	 9.99996	 4.55858e-06	 0.999998
175	 9.99995	 5.61717e-06	 0.999998
176	 9.99994	 6.88557e-06	 0.999998
177	 9.99993	 8.38286e-06	 0.999997
178	 9.99991	 1.01281e-05	 0.999997
179	 9.99989	 1.21976e-05	 0.999996
180	 9.99987	 1.46963e-05	 0.999995
181	 9.99984	 1.76146e-05	 0.999995
182	 9.99982	 2.10384e-05	 0.999993
183	 9.99978	 2.5044e-05	 0.999992
184	 9.99974	 2.97745e-05	 0.99999
185	 9.99969	 3.52584e-05	 0.999989
186	 9.99964	 4.16866e-05	 0.999986
187	 9.99957	 4.91545e-05	 0.999984
188	 9.9995	 5.77956e-05	 0.999981
189	 9.99941	 6.78675e-05	 0.999978
190	 9.99931	 7.94847e-05	 0.999974
191	 9.9992	 9.29335e-05	 0.999969
192	 9.99906	 0.000108395	 0.999964
193	 9.99891	 0.000126175	 0.999958
194	 9.99874	 0.000146503	 0.999951
195	 9.99854	 0.000169807	 0.999944
196	 9.99831	 0.000196404	 0.999935
197	 9.99805	 0.000226694	 0.999924
198	 9.99775	 0.000261194	 0.999913
199	 9.99742	 0.000300304	 0.9999
200	 9.99704	 0.000344522	 0.999885
201	 9.99661	 0.00039443	 0.999868
202	 9.99613	 0.0004507	 0.999849
203	 9.99558	 0.000513962	 0.999828
204	 9.99498	 0.000584915	 0.999804
205	 9.9943	 0.000664384	 0.999778
206	 9.99353	 0.000753127	 0.999748
207	 9.99269	 0.000852044	 0.999715
