0	 0
1	 0.25
2	 0.25
3	 0.25
4	 0.25
5	 0.25
6	 0.25
7	 0.25
8	 0.25
9	 0.25
10	 0.25
11	 0.25
12	 0.25
13	 0.25
14	 0.25
15	 0.25
16	 0.25
17	 0.25
18	 0.25
19	 0.25
20	 0.25
21	 0.25
22	 0.25
23	 0.25
24	 0.25
25	 0.25
26	 0.25
27	 0.25
28	 0.25
29	 0.25
30	 0.25
31	 0.25
32	 0.5
33	 0.5
34	 0.5
35	 0.5
36	 0.5
37	 0.5
38	 0.5
39	 0.5
40	 0.5
41	 0.5
42	 0.5
43	 0.5
44	 0.5
45	 0.5
46	 0.5
47	 0.5
48	 0.5
49	 0.5
50	 0.5
51	 0.5
52	 0.5
53	 0.5
54	 0.5
55	 0.5
56	 0.5
57	 0.5
58	 0.5
59	 0.5
60	 0.5
61	 0.5
62	 0.5
63	 0.5
64	 0.5
65	 0.5
66	 0.5
67	 0.5
68	 0.5
69	 0.5
70	 0.5
71	 0.5
72	 0.5
73	 0.5
74	 0.5
75	 0.5
76	 0.5
77	 0.5
78	 0.5
79	 0.5
80	 0.5
81	 0.5
82	 0.5
83	 0.5
84	 0.5
85	 0.5
86	 0.5
87	 0.5
88	 0.5
89	 0.5
90	 0.5
91	 0.5
92	 0.5
93	 0.5
94	 0.5
95	 0.5
96	 0.75
97	 0.75
98	 0.75
99	 0.75
100	 0.75
101	 0.75
102	 0.75
103	 0.75
104	 0.75
105	 0.75
106	 0.75
107	 0.75
108	 0.75
109	 0.75
110	 0.75
111	 0.75
112	 0.75
113	 0.75
114	 0.75
115	 0.75
116	 0.75
117	 0.75
118	 0.75
119	 0.75
120	 0.75
121	 0.75
122	 0.75
123	 0.75
124	 0.75
125	 0.75
126	 0.75
127	 1
